date,Tmean,Tmax
19510101,0.7,2.0
19510102,1.0,2.0
19510103,0.4,1.0
19510104,0.4,1.5
19510105,4.2,6.0
19510106,5.3,7.5
19510107,4.7,6.3
19510108,3.4,4.5
19510109,2.9,5.7
19510110,3.2,6.3
19510111,7.4,8.3
19510112,3.6,8.0
19510113,3.1,4.2
19510114,3.8,4.7
19510115,2.6,6.7
19510116,1.6,3.0
19510117,1.8,3.1
19510118,4.6,6.6
19510119,3.4,3.7
19510120,7.0,8.0
19510121,6.0,6.6
19510122,4.4,6.0
19510123,4.0,5.2
19510124,3.6,5.0
19510125,1.2,3.8
19510126,2.7,4.2
19510127,2.7,3.7
19510128,2.6,3.2
19510129,1.8,2.8
19510130,1.4,2.0
19510131,1.4,2.0
19510201,2.4,3.8
19510202,2.3,3.0
19510203,1.8,3.6
19510204,5.2,7.0
19510205,3.7,6.2
19510206,3.8,6.0
19510207,3.0,7.0
19510208,6.5,8.2
19510209,6.0,9.3
19510210,4.0,7.5
19510211,4.4,5.0
19510212,4.9,9.2
19510213,4.2,6.5
19510214,3.7,6.9
19510215,3.0,4.3
19510216,2.4,6.9
19510217,5.5,7.0
19510218,3.4,7.2
19510219,2.2,4.6
19510220,6.0,8.2
19510221,2.6,8.0
19510222,1.6,5.4
19510223,2.2,4.5
19510224,3.2,6.4
19510225,1.9,6.1
19510226,-0.1,4.3
19510227,0.1,1.8
19510228,-0.4,1.8
19510301,0.0,1.3
19510302,-1.4,0.4
19510303,-2.8,-0.5
19510304,-2.0,1.2
19510305,1.4,6.0
19510306,2.8,8.9
19510307,3.7,8.7
19510308,2.6,4.5
19510309,-0.2,3.0
19510310,3.7,6.7
19510311,3.3,5.5
19510312,6.4,9.5
19510313,7.9,12.2
19510314,6.9,10.0
19510315,6.9,11.0
19510316,8.8,12.6
19510317,13.0,15.6
19510318,8.6,12.6
19510319,6.6,10.2
19510320,2.8,5.3
19510321,1.6,5.1
19510322,3.0,6.2
19510323,11.2,14.6
19510324,2.4,13.0
19510325,0.7,4.0
19510326,1.6,3.5
19510327,4.3,6.0
19510328,1.1,4.8
19510329,0.6,5.1
19510330,4.1,7.1
19510331,2.4,4.9
19510401,6.8,9.0
19510402,4.9,8.4
19510403,4.4,8.0
19510404,7.2,11.5
19510405,8.1,12.5
19510406,9.6,13.5
19510407,8.6,14.0
19510408,4.6,7.8
19510409,4.3,8.7
19510410,4.4,8.3
19510411,2.7,7.0
19510412,5.2,9.9
19510413,7.2,9.5
19510414,3.4,8.0
19510415,5.1,9.3
19510416,11.8,17.5
19510417,9.0,14.1
19510418,10.6,15.6
19510419,14.1,19.2
19510420,6.9,13.6
19510421,8.0,13.8
19510422,7.2,12.1
19510423,11.0,16.4
19510424,13.0,19.0
19510425,16.5,22.9
19510426,12.9,17.8
19510427,10.8,13.5
19510428,3.9,10.0
19510429,4.6,7.7
19510430,5.2,9.0
19510501,11.4,16.8
19510502,15.2,19.3
19510503,15.1,21.0
19510504,10.4,15.5
19510505,11.6,15.7
19510506,14.3,19.2
19510507,11.6,15.4
19510508,10.4,14.8
19510509,10.8,15.1
19510510,10.8,14.1
19510511,10.2,14.0
19510512,9.8,14.2
19510513,13.0,17.1
19510514,7.7,13.1
19510515,6.6,8.1
19510516,7.2,9.3
19510517,10.2,13.0
19510518,11.2,16.5
19510519,15.3,20.5
19510520,11.7,15.4
19510521,13.0,18.0
19510522,12.1,18.8
19510523,17.5,22.5
19510524,21.1,26.6
19510525,18.0,22.0
19510526,17.0,21.5
19510527,11.5,16.4
19510528,12.1,16.2
19510529,13.0,17.0
19510530,12.6,16.1
19510531,15.7,19.8
19510601,12.9,19.7
19510602,11.4,16.1
19510603,13.4,17.4
19510604,14.6,19.5
19510605,16.3,21.7
19510606,15.6,20.5
19510607,17.2,22.0
19510608,16.5,21.5
19510609,16.0,22.7
19510610,12.1,16.4
19510611,14.7,18.2
19510612,16.6,23.0
19510613,15.4,19.2
19510614,20.1,25.8
19510615,19.4,25.2
19510616,18.4,22.5
19510617,17.6,21.8
19510618,14.2,21.5
19510619,13.0,16.3
19510620,16.1,20.5
19510621,19.0,24.2
19510622,18.4,23.7
19510623,15.4,19.5
19510624,12.6,14.9
19510625,12.2,16.3
19510626,12.2,15.4
19510627,12.2,15.5
19510628,14.2,18.5
19510629,14.4,18.6
19510630,14.2,19.9
19510701,15.3,19.7
19510702,18.8,23.9
19510703,19.8,25.8
19510704,19.2,25.2
19510705,13.0,17.4
19510706,16.6,21.0
19510707,19.4,25.0
19510708,17.6,24.5
19510709,17.6,21.0
19510710,20.6,25.6
19510711,20.4,27.8
19510712,16.8,21.5
19510713,18.2,23.0
19510714,18.2,24.0
19510715,14.9,18.5
19510716,13.1,15.3
19510717,16.7,21.6
19510718,19.5,23.4
19510719,18.1,22.5
19510720,18.8,23.9
19510721,17.8,22.5
19510722,18.1,25.5
19510723,16.1,20.5
19510724,12.4,15.4
19510725,12.6,14.6
19510726,13.9,17.5
19510727,17.0,22.5
19510728,19.6,26.0
19510729,22.8,27.4
19510730,21.2,25.2
19510731,23.4,29.5
19510801,21.6,27.2
19510802,20.9,25.1
19510803,20.5,27.7
19510804,16.1,21.4
19510805,16.0,21.0
19510806,18.2,25.6
19510807,18.4,21.6
19510808,16.0,18.3
19510809,13.5,15.6
19510810,13.8,18.6
19510811,15.3,19.3
19510812,15.2,20.0
19510813,15.0,19.3
19510814,12.2,17.2
19510815,15.0,20.0
19510816,16.0,19.6
19510817,16.0,21.2
19510818,18.0,23.2
19510819,20.6,25.3
19510820,14.4,20.1
19510821,15.0,17.0
19510822,15.7,21.0
19510823,16.7,21.1
19510824,18.0,22.7
19510825,15.6,19.8
19510826,16.4,21.0
19510827,15.6,20.0
19510828,18.8,24.5
19510829,21.0,26.0
19510830,19.2,28.0
19510831,14.4,16.6
19510901,14.4,18.5
19510902,14.5,18.0
19510903,14.2,17.3
19510904,16.8,21.5
19510905,18.8,23.5
19510906,19.0,24.8
19510907,20.3,25.2
19510908,18.8,22.0
19510909,19.0,23.7
19510910,19.8,25.3
19510911,21.4,26.7
19510912,21.0,26.2
19510913,20.3,26.6
19510914,13.2,19.0
19510915,16.0,20.7
19510916,15.6,20.5
19510917,12.0,16.5
19510918,11.0,15.0
19510919,11.2,14.0
19510920,9.7,14.0
19510921,9.8,15.5
19510922,12.7,18.7
19510923,15.4,17.5
19510924,12.2,16.8
19510925,15.0,19.0
19510926,13.5,16.5
19510927,11.4,15.7
19510928,12.4,17.0
19510929,13.5,17.2
19510930,12.9,15.7
19511001,13.6,14.6
19511002,12.8,14.2
19511003,11.5,16.8
19511004,11.6,15.6
19511005,11.6,15.0
19511006,10.3,15.8
19511007,6.8,12.2
19511008,7.2,12.8
19511009,8.0,13.2
19511010,7.2,13.4
19511011,5.9,10.5
19511012,6.8,13.2
19511013,10.5,17.0
19511014,10.0,16.0
19511015,7.6,14.1
19511016,8.8,14.7
19511017,7.7,13.6
19511018,7.2,10.7
19511019,6.6,12.9
19511020,7.6,10.6
19511021,9.0,13.0
19511022,6.8,8.6
19511023,5.8,8.2
19511024,6.8,7.4
19511025,8.6,10.0
19511026,8.8,10.2
19511027,8.8,13.4
19511028,9.8,13.7
19511029,10.0,14.5
19511030,11.1,13.5
19511031,9.4,12.0
19511101,6.2,7.8
19511102,7.8,8.6
19511103,5.1,7.8
19511104,6.3,9.0
19511105,7.5,10.5
19511106,7.2,9.6
19511107,11.4,16.6
19511108,9.7,10.6
19511109,11.0,14.6
19511110,8.3,11.6
19511111,9.8,13.6
19511112,8.3,9.3
19511113,7.5,9.7
19511114,6.8,7.5
19511115,6.8,8.5
19511116,8.6,12.1
19511117,9.6,11.6
19511118,11.6,13.5
19511119,6.4,12.2
19511120,6.6,7.9
19511121,6.3,8.0
19511122,5.4,6.5
19511123,5.4,6.6
19511124,10.6,12.0
19511125,7.9,10.6
19511126,3.0,6.7
19511127,-1.7,2.6
19511128,1.6,3.6
19511129,2.2,4.0
19511130,5.1,5.5
19511201,4.9,5.6
19511202,3.8,4.8
19511203,0.9,3.6
19511204,2.7,4.2
19511205,4.2,6.4
19511206,4.9,6.7
19511207,1.8,6.0
19511208,3.8,5.0
19511209,5.3,7.2
19511210,2.1,5.0
19511211,0.0,3.5
19511212,-2.9,1.0
19511213,-1.2,6.2
19511214,-1.7,2.2
19511215,0.6,3.3
19511216,2.4,3.0
19511217,3.6,4.8
19511218,2.3,4.8
19511219,1.9,6.9
19511220,0.0,2.5
19511221,0.9,4.7
19511222,-1.9,-1.0
19511223,-0.6,2.5
19511224,3.4,6.2
19511225,7.2,8.0
19511226,3.9,7.3
19511227,3.3,4.2
19511228,2.8,4.0
19511229,0.6,3.4
19511230,2.0,3.0
19511231,5.6,8.0
19520101,2.9,7.9
19520102,4.1,6.0
19520103,1.4,6.0
19520104,0.6,1.2
19520105,2.0,3.4
19520106,1.9,3.4
19520107,-1.7,1.0
19520108,-1.6,-0.9
19520109,2.5,4.6
19520110,3.0,3.3
19520111,4.8,9.4
19520112,1.1,1.8
19520113,-0.1,2.7
19520114,0.7,1.2
19520115,4.6,5.8
19520116,4.4,7.1
19520117,2.4,5.7
19520118,0.3,0.8
19520119,0.2,1.6
19520120,-1.4,-0.5
19520121,0.2,1.0
19520122,0.8,1.4
19520123,-1.8,0.7
19520124,-4.6,-3.0
19520125,-4.4,-4.0
19520126,-3.2,-2.4
19520127,-2.3,-2.0
19520128,-5.2,-2.5
19520129,-1.8,-0.8
19520130,-0.8,-0.4
19520131,1.0,3.2
19520201,-0.2,1.5
19520202,0.3,1.1
19520203,0.8,1.6
19520204,0.4,1.1
19520205,0.9,1.7
19520206,-0.8,1.2
19520207,0.7,1.2
19520208,1.2,2.5
19520209,-0.2,0.6
19520210,-0.6,0.2
19520211,0.6,1.6
19520212,-2.4,1.0
19520213,-4.1,-1.0
19520214,-4.4,-1.5
19520215,-5.4,-2.6
19520216,-5.0,-0.8
19520217,-2.0,-1.0
19520218,-1.0,-0.4
19520219,0.4,2.2
19520220,2.4,4.1
19520221,2.3,3.1
19520222,1.8,4.5
19520223,-1.2,0.6
19520224,0.5,3.0
19520225,4.8,6.2
19520226,4.5,9.2
19520227,4.0,9.0
19520228,2.4,6.0
19520229,1.8,3.0
19520301,4.7,6.7
19520302,6.0,10.8
19520303,9.7,15.7
19520304,10.2,14.7
19520305,6.8,10.9
19520306,5.6,10.0
19520307,2.8,5.7
19520308,1.8,4.6
19520309,5.0,10.0
19520310,6.4,8.0
19520311,5.6,9.4
19520312,3.8,9.2
19520313,3.4,8.1
19520314,0.8,4.0
19520315,3.0,8.0
19520316,7.2,9.5
19520317,8.6,14.3
19520318,10.1,13.8
19520319,10.8,14.8
19520320,8.3,11.3
19520321,7.2,11.0
19520322,9.4,10.3
19520323,7.6,10.3
19520324,8.5,10.2
19520325,7.8,10.5
19520326,0.6,7.0
19520327,1.0,4.3
19520328,-0.9,1.1
19520329,0.8,1.0
19520330,7.3,10.8
19520331,5.0,10.6
19520401,-0.5,1.6
19520402,2.0,5.6
19520403,2.8,6.4
19520404,3.8,7.0
19520405,5.4,9.5
19520406,7.6,10.5
19520407,11.2,14.3
19520408,13.6,19.3
19520409,15.4,20.5
19520410,15.8,21.0
19520411,17.1,23.0
19520412,18.1,22.4
19520413,15.6,21.6
19520414,16.8,22.6
19520415,16.8,22.6
19520416,16.7,21.7
19520417,16.4,22.3
19520418,17.4,22.8
19520419,16.3,22.9
19520420,12.4,18.0
19520421,12.8,15.6
19520422,11.1,13.8
19520423,11.3,14.8
19520424,10.5,13.7
19520425,11.6,15.0
19520426,9.3,14.5
19520427,8.4,13.1
19520428,9.1,14.2
19520429,12.4,18.6
19520430,17.5,23.6
19520501,16.8,24.0
19520502,16.6,21.6
19520503,13.4,17.2
19520504,11.8,15.2
19520505,12.0,15.2
19520506,14.6,20.1
19520507,12.8,17.0
19520508,16.8,21.3
19520509,14.2,17.5
19520510,16.1,21.5
19520511,14.3,19.5
19520512,10.5,14.9
19520513,11.8,16.3
19520514,13.6,18.7
19520515,16.6,22.2
19520516,17.0,22.7
19520517,14.5,19.3
19520518,15.6,21.2
19520519,16.1,22.5
19520520,10.5,15.2
19520521,9.8,15.1
19520522,12.2,16.6
19520523,13.5,18.2
19520524,12.6,15.2
19520525,11.8,14.3
19520526,11.0,14.3
19520527,11.5,14.4
19520528,13.2,17.0
19520529,12.7,15.6
19520530,13.2,18.3
19520531,17.4,22.5
19520601,16.5,23.4
19520602,14.8,19.3
19520603,14.1,18.5
19520604,14.9,19.5
19520605,18.4,25.2
19520606,16.4,18.6
19520607,14.0,18.4
19520608,11.8,17.0
19520609,13.6,16.9
19520610,16.9,21.0
19520611,17.2,21.6
19520612,18.4,24.3
19520613,18.7,24.7
19520614,15.6,18.3
19520615,16.3,21.0
19520616,15.4,19.3
19520617,17.2,23.0
19520618,16.1,21.2
19520619,14.6,18.8
19520620,13.8,17.7
19520621,12.1,14.4
19520622,18.0,22.1
19520623,16.4,20.3
19520624,15.4,19.7
19520625,19.4,23.7
19520626,16.9,20.1
19520627,18.1,23.7
19520628,20.2,26.5
19520629,24.3,30.1
19520630,26.2,32.4
19520701,27.8,34.5
19520702,26.3,34.5
19520703,25.1,30.7
19520704,26.3,31.8
19520705,27.3,33.6
19520706,28.9,34.3
19520707,23.1,28.0
19520708,19.5,30.1
19520709,18.4,21.7
19520710,20.0,24.3
19520711,22.4,27.8
19520712,17.2,21.8
19520713,17.8,22.8
19520714,18.3,24.0
19520715,14.9,18.0
19520716,16.2,21.0
19520717,17.2,22.5
19520718,14.6,17.4
19520719,17.1,20.4
19520720,21.0,26.8
19520721,21.8,27.4
19520722,22.4,28.5
19520723,19.8,26.0
19520724,14.6,18.5
19520725,18.1,24.0
19520726,18.8,23.2
19520727,19.0,25.4
19520728,14.3,20.4
19520729,14.3,17.5
19520730,17.5,21.8
19520731,19.2,24.5
19520801,20.4,26.8
19520802,21.2,27.3
19520803,18.7,24.0
19520804,19.1,25.5
19520805,22.8,29.5
19520806,19.6,29.0
19520807,19.6,24.5
19520808,16.4,22.7
19520809,17.5,23.5
19520810,17.6,21.9
19520811,19.6,24.5
19520812,26.0,32.7
19520813,21.8,29.7
19520814,22.9,29.6
19520815,18.6,23.5
19520816,17.1,21.4
19520817,14.4,18.0
19520818,16.4,20.1
19520819,15.2,18.3
19520820,14.8,17.7
19520821,12.6,14.2
19520822,13.4,17.6
19520823,15.6,20.6
19520824,16.4,20.6
19520825,16.9,21.7
19520826,18.2,23.7
19520827,18.8,25.0
19520828,17.0,21.8
19520829,19.3,24.0
19520830,19.2,25.5
19520831,19.0,23.5
19520901,17.2,20.7
19520902,15.0,19.0
19520903,15.9,19.2
19520904,14.4,17.6
19520905,10.2,13.4
19520906,10.1,14.5
19520907,11.3,16.0
19520908,8.6,13.0
19520909,9.7,14.3
19520910,10.4,14.0
19520911,10.8,13.7
19520912,9.6,12.2
19520913,10.9,14.6
19520914,11.6,17.7
19520915,11.4,16.5
19520916,12.4,17.0
19520917,13.0,18.5
19520918,8.6,13.5
19520919,4.8,9.7
19520920,6.2,11.5
19520921,9.6,13.5
19520922,10.4,13.7
19520923,11.2,12.5
19520924,12.0,16.1
19520925,10.6,13.4
19520926,9.8,13.5
19520927,8.0,10.5
19520928,8.7,13.5
19520929,9.1,11.5
19520930,9.5,11.3
19521001,10.1,12.8
19521002,8.0,10.5
19521003,9.0,9.7
19521004,9.2,11.8
19521005,7.9,11.7
19521006,9.8,13.4
19521007,9.1,12.2
19521008,6.4,12.2
19521009,7.0,13.0
19521010,6.4,9.5
19521011,4.5,9.1
19521012,4.3,8.5
19521013,5.4,8.5
19521014,8.0,10.0
19521015,3.9,8.3
19521016,5.1,10.8
19521017,6.2,11.6
19521018,6.0,12.3
19521019,7.0,10.1
19521020,4.6,7.7
19521021,7.4,9.6
19521022,9.8,13.5
19521023,10.0,13.1
19521024,13.4,16.2
19521025,10.6,13.8
19521026,9.2,12.0
19521027,9.4,14.1
19521028,12.8,16.3
19521029,11.0,13.9
19521030,7.5,13.8
19521031,4.2,7.5
19521101,4.8,6.5
19521102,8.0,9.3
19521103,7.6,10.3
19521104,5.6,8.1
19521105,7.2,9.6
19521106,6.9,8.6
19521107,4.0,8.6
19521108,1.3,3.6
19521109,3.3,4.5
19521110,4.5,7.0
19521111,3.6,7.7
19521112,2.2,5.0
19521113,0.5,1.9
19521114,0.2,1.6
19521115,-0.6,1.8
19521116,-3.0,-1.3
19521117,-1.8,-1.4
19521118,-1.6,1.1
19521119,0.2,1.5
19521120,0.9,4.8
19521121,3.8,5.0
19521122,3.3,5.1
19521123,1.9,3.2
19521124,-1.0,1.1
19521125,-2.4,-0.5
19521126,-0.2,1.0
19521127,7.2,9.4
19521128,7.3,10.3
19521129,2.4,6.2
19521130,4.2,6.1
19521201,-0.2,3.6
19521202,-2.0,-1.3
19521203,-0.2,1.2
19521204,-1.2,1.2
19521205,-2.2,0.2
19521206,-0.6,1.2
19521207,-1.9,-0.2
19521208,-3.0,-0.7
19521209,-6.2,-3.4
19521210,-6.2,-5.4
19521211,0.6,2.1
19521212,3.2,4.0
19521213,3.1,8.2
19521214,2.0,3.0
19521215,-1.4,1.8
19521216,-1.4,0.0
19521217,0.9,4.0
19521218,0.2,1.5
19521219,0.3,1.4
19521220,5.6,6.0
19521221,2.5,6.7
19521222,2.7,3.5
19521223,4.3,5.2
19521224,8.2,9.0
19521225,4.1,9.0
19521226,3.0,4.5
19521227,2.7,4.2
19521228,1.0,3.6
19521229,-1.4,0.0
19521230,-2.3,-1.4
19521231,-2.2,-0.7
19530101,-1.4,0.0
19530102,-1.6,-1.4
19530103,-2.0,-0.4
19530104,-0.6,0.2
19530105,-2.2,-0.4
19530106,-3.1,-2.2
19530107,-2.8,-2.6
19530108,-1.6,-1.0
19530109,-1.3,-0.2
19530110,0.5,1.3
19530111,-2.6,1.4
19530112,-2.8,-0.2
19530113,-3.2,-0.3
19530114,-4.8,-2.2
19530115,-3.7,-2.1
19530116,-3.6,-2.9
19530117,-0.5,0.0
19530118,-2.0,-0.9
19530119,0.4,1.2
19530120,0.3,1.6
19530121,0.4,3.6
19530122,0.1,1.5
19530123,0.5,3.5
19530124,-1.6,1.2
19530125,-0.8,0.2
19530126,0.0,1.2
19530127,0.3,1.2
19530128,2.2,2.7
19530129,4.5,5.5
19530130,3.8,6.3
19530131,2.0,5.4
19530201,0.2,1.0
19530202,-0.2,1.2
19530203,-0.9,0.4
19530204,-2.2,-0.6
19530205,0.0,1.0
19530206,-2.4,0.2
19530207,-7.5,-3.5
19530208,-7.5,-5.0
19530209,0.1,2.7
19530210,1.8,3.3
19530211,1.0,2.7
19530212,0.7,2.7
19530213,-0.6,0.2
19530214,-1.7,-0.4
19530215,-2.4,-2.0
19530216,-3.8,-2.0
19530217,-2.1,0.8
19530218,0.1,0.3
19530219,1.8,2.2
19530220,3.4,4.6
19530221,4.4,6.6
19530222,5.7,7.2
19530223,5.7,6.7
19530224,3.5,6.0
19530225,6.2,11.5
19530226,5.2,10.4
19530227,6.3,11.8
19530228,5.8,11.5
19530301,4.2,9.8
19530302,5.3,12.0
19530303,7.0,14.6
19530304,7.0,11.9
19530305,4.7,8.0
19530306,6.4,12.7
19530307,2.8,8.0
19530308,2.2,6.0
19530309,2.8,4.4
19530310,2.9,8.5
19530311,2.6,5.5
19530312,3.3,5.8
19530313,4.8,8.3
19530314,2.4,5.8
19530315,4.2,9.0
19530316,7.0,13.1
19530317,8.6,15.4
19530318,10.3,17.0
19530319,11.3,17.8
19530320,12.0,18.1
19530321,11.4,17.6
19530322,11.4,17.6
19530323,12.3,18.0
19530324,12.2,18.5
19530325,12.8,18.7
19530326,11.5,19.1
19530327,5.7,11.8
19530328,8.8,13.0
19530329,12.5,17.0
19530330,15.1,20.2
19530331,6.9,15.6
19530401,9.1,13.5
19530402,11.0,14.3
19530403,15.9,21.9
19530404,8.3,19.5
19530405,6.8,13.5
19530406,5.2,9.0
19530407,6.6,10.6
19530408,8.2,12.5
19530409,10.2,14.5
19530410,7.0,9.1
19530411,10.0,15.0
19530412,13.4,18.9
19530413,8.4,13.0
19530414,5.3,9.6
19530415,4.6,8.6
19530416,6.8,9.7
19530417,9.0,13.8
19530418,12.1,17.6
19530419,13.6,19.3
19530420,12.9,19.0
19530421,12.2,18.6
19530422,13.6,20.0
19530423,15.4,21.3
19530424,15.6,22.0
19530425,11.8,18.4
19530426,13.2,18.8
19530427,11.8,17.0
19530428,8.2,13.2
19530429,7.2,11.0
19530430,11.6,16.0
19530501,15.9,20.7
19530502,16.4,21.1
19530503,18.1,22.9
19530504,15.2,22.1
19530505,14.4,19.1
19530506,9.3,13.6
19530507,6.0,10.0
19530508,7.0,11.1
19530509,8.0,10.7
19530510,5.6,8.5
19530511,9.9,13.9
19530512,8.0,13.5
19530513,11.2,17.0
19530514,10.8,14.1
19530515,15.9,20.5
19530516,21.3,28.0
19530517,17.1,22.1
19530518,21.8,28.1
19530519,21.4,28.2
19530520,20.5,25.3
19530521,22.4,28.5
19530522,21.0,25.7
19530523,22.0,26.7
19530524,22.9,28.2
19530525,23.8,30.0
19530526,21.0,30.0
19530527,13.4,17.4
19530528,10.7,13.2
19530529,10.4,14.9
19530530,9.7,13.6
19530531,8.7,11.9
19530601,8.0,13.5
19530602,6.6,9.8
19530603,7.7,12.0
19530604,9.6,13.5
19530605,14.4,19.3
19530606,16.8,22.1
19530607,18.4,24.1
19530608,20.3,24.5
19530609,16.2,19.8
19530610,13.4,15.3
19530611,14.4,17.0
19530612,15.3,19.9
19530613,15.0,19.0
19530614,15.2,19.5
19530615,15.3,19.0
19530616,14.5,19.0
19530617,15.4,20.5
19530618,13.0,17.5
19530619,14.8,19.4
19530620,19.2,24.1
19530621,20.6,25.8
19530622,18.9,24.2
19530623,17.3,20.4
19530624,17.1,21.3
19530625,16.6,19.8
19530626,17.2,20.2
19530627,17.4,20.6
19530628,18.7,23.0
19530629,19.9,23.9
19530630,20.4,25.4
19530701,19.0,22.2
19530702,19.0,23.4
19530703,18.7,23.2
19530704,18.5,22.9
19530705,19.2,24.0
19530706,19.4,24.2
19530707,20.2,25.2
19530708,16.8,20.0
19530709,15.8,20.5
19530710,14.0,18.5
19530711,14.4,18.4
19530712,16.6,20.5
19530713,13.3,17.8
19530714,14.5,19.5
19530715,14.5,18.5
19530716,17.0,22.7
19530717,19.2,24.1
19530718,15.2,19.8
19530719,15.4,19.0
19530720,17.4,22.2
19530721,21.2,27.2
19530722,19.1,21.7
19530723,16.0,19.4
19530724,17.0,22.1
19530725,21.8,27.0
19530726,19.9,23.2
19530727,15.4,19.2
19530728,15.6,17.8
19530729,17.0,21.0
19530730,12.6,17.5
19530731,14.1,16.8
19530801,14.4,18.2
19530802,15.8,20.5
19530803,14.9,19.5
19530804,15.6,20.5
19530805,17.7,20.0
19530806,16.3,20.5
19530807,15.6,22.6
19530808,16.2,21.4
19530809,17.4,23.3
19530810,20.2,26.7
19530811,21.4,29.0
19530812,22.7,29.4
19530813,24.1,29.4
19530814,23.8,30.0
19530815,23.4,30.0
19530816,16.9,21.3
19530817,15.8,22.1
19530818,17.3,23.4
19530819,17.8,23.7
19530820,18.4,25.0
19530821,14.3,19.5
19530822,12.4,17.0
19530823,14.1,19.0
19530824,17.2,22.7
19530825,14.0,18.8
19530826,14.3,19.3
19530827,13.5,19.5
19530828,14.0,19.9
19530829,17.2,21.7
19530830,19.4,26.6
19530831,18.2,23.5
19530901,21.9,28.5
19530902,23.8,29.7
19530903,14.3,22.8
19530904,15.2,19.4
19530905,14.5,19.9
19530906,15.4,20.7
19530907,16.4,22.2
19530908,18.6,26.5
19530909,17.2,24.7
19530910,11.6,15.5
19530911,11.9,16.5
19530912,13.9,16.8
19530913,11.4,17.0
19530914,12.4,18.6
19530915,14.8,21.5
19530916,13.8,18.2
19530917,14.6,18.5
19530918,15.5,17.7
19530919,15.2,19.0
19530920,12.6,16.5
19530921,12.0,16.1
19530922,11.8,15.1
19530923,13.2,18.0
19530924,12.2,16.3
19530925,13.8,18.5
19530926,16.2,21.0
19530927,18.4,23.0
19530928,12.4,18.2
19530929,9.6,13.2
19530930,11.2,16.8
19531001,12.4,17.8
19531002,13.3,18.8
19531003,15.7,21.6
19531004,13.2,17.4
19531005,8.0,11.2
19531006,8.1,9.8
19531007,9.6,12.1
19531008,9.3,13.4
19531009,7.9,12.5
19531010,8.0,15.2
19531011,8.6,15.1
19531012,12.8,18.9
19531013,14.2,17.6
19531014,14.4,16.6
19531015,13.9,16.6
19531016,13.7,15.0
19531017,12.6,13.5
19531018,11.8,12.6
19531019,13.4,14.5
19531020,14.4,15.5
19531021,13.6,16.0
19531022,10.0,13.2
19531023,10.7,15.4
19531024,12.2,16.7
19531025,12.2,15.5
19531026,9.8,12.5
19531027,11.1,15.0
19531028,11.5,15.6
19531029,8.0,10.1
19531030,5.6,9.0
19531031,6.8,8.5
19531101,10.9,14.7
19531102,7.7,12.0
19531103,5.8,7.3
19531104,6.0,8.0
19531105,7.6,9.5
19531106,6.0,8.1
19531107,2.4,5.3
19531108,4.4,9.5
19531109,4.4,10.2
19531110,4.8,6.8
19531111,4.3,6.0
19531112,4.9,5.9
19531113,4.8,7.6
19531114,4.8,7.0
19531115,4.9,9.0
19531116,7.4,13.5
19531117,6.0,10.7
19531118,4.0,8.0
19531119,1.6,5.0
19531120,4.4,5.5
19531121,3.4,5.0
19531122,1.9,3.0
19531123,1.4,3.2
19531124,1.1,4.0
19531125,-0.4,0.4
19531126,3.8,6.5
19531127,8.0,10.4
19531128,9.2,13.7
19531129,9.6,14.0
19531130,10.0,12.2
19531201,9.9,12.6
19531202,9.4,14.7
19531203,12.6,14.0
19531204,13.5,16.7
19531205,11.8,16.6
19531206,7.8,10.2
19531207,3.1,8.2
19531208,2.6,8.3
19531209,2.6,4.0
19531210,7.6,9.0
19531211,6.6,8.9
19531212,3.8,6.0
19531213,2.6,5.4
19531214,1.8,3.2
19531215,3.4,6.0
19531216,0.8,4.0
19531217,-0.1,1.5
19531218,-0.8,0.0
19531219,2.1,3.3
19531220,1.5,3.8
19531221,0.6,1.9
19531222,0.4,0.7
19531223,2.5,3.2
19531224,4.4,5.0
19531225,4.6,5.0
19531226,1.8,5.0
19531227,2.2,5.3
19531228,1.7,2.8
19531229,1.5,2.8
19531230,-2.0,0.8
19531231,-2.8,-0.5
19540101,-4.2,-1.4
19540102,-5.8,-3.0
19540103,-6.7,-5.0
19540104,-2.5,-1.0
19540105,-4.8,-2.2
19540106,-6.4,-5.4
19540107,-6.8,-4.7
19540108,-4.2,-2.0
19540109,-5.8,-2.5
19540110,0.8,2.3
19540111,3.0,3.7
19540112,1.8,3.7
19540113,2.1,3.5
19540114,1.6,2.5
19540115,8.5,11.0
19540116,5.6,10.5
19540117,3.4,5.8
19540118,0.9,4.7
19540119,1.2,3.2
19540120,5.0,5.9
19540121,5.8,8.0
19540122,0.0,4.4
19540123,-2.5,0.7
19540124,-5.4,-2.6
19540125,-6.4,-1.1
19540126,-7.2,-3.0
19540127,-8.5,-6.5
19540128,-5.9,-3.2
19540129,-6.0,-5.4
19540130,-10.8,-5.8
19540131,-13.1,-9.9
19540201,-12.4,-9.2
19540202,-12.0,-9.4
19540203,-9.8,-7.9
19540204,-7.4,-6.0
19540205,-6.4,-3.8
19540206,-6.0,-1.2
19540207,-4.4,0.9
19540208,-1.0,1.2
19540209,0.7,1.8
19540210,2.9,4.8
19540211,4.1,6.9
19540212,3.6,5.4
19540213,3.4,6.7
19540214,3.6,6.0
19540215,0.8,3.1
19540216,0.2,1.4
19540217,-3.1,0.8
19540218,-1.8,0.0
19540219,-0.7,1.2
19540220,0.0,2.5
19540221,0.4,5.0
19540222,2.8,5.4
